	Pmid	TableID	NeuronLongName	NeuroLEXID	NeuroNERAnnots
298	22049335.0	31.0	Nucleus accumbens medium spiny neuron projecting to adjacent medium spiny neurons		[ABA_REGION:56, Size:medium, HBP_MORPHOLOGY:0000011, NeuronTrigger:neuron, Missing:projecting to adjacent, Size:medium, HBP_MORPHOLOGY:0000011, NeuronTrigger:neurons]
299	22090455.0	25.0	parafascicular (Pf) neuron		[Missing:parafascicular (Pf), NeuronTrigger:neuron]
300	22090457.0	28.0	Auditory cortex fast-spiking cell		[ABA_REGION:247, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, NeuronTrigger:cell]
301	22090457.0	28.0	Auditory cortex low-threshold spiking cell		[ABA_REGION:247, HBP_EPHYS:0000110, HBP_EPHYS_TRIGGER:0000003, NeuronTrigger:cell]
302	22090462.0	12.0	Primary auditory cortex fast-spiking interneurons		[ABA_REGION:1002, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, NeuronTrigger:interneurons]
303	22090462.0	12.0	Primary auditory cortex layer 3/4 regular-spiking pyramidal neurons 		[ABA_REGION:1002, HBP_LAYER:0000121, HBP_EPHYS:0000001, HBP_EPHYS_TRIGGER:0000003, HBP_MORPHOLOGY:0000001, NeuronTrigger:neurons]
304	22126400.0	20746.0	Medial entorhinal cortex layer II stellate cell		[UNKN_REGION:2841, HBP_LAYER:0000002, HBP_MORPHOLOGY:0000013, NeuronTrigger:cell]
305	22170966.0	3.0	Dorsal root ganglion cell	nifext_84	[UNKN_REGION:7287, NeuronTrigger:cell]
306	22190617.0	9.0	Trigeminal ganglion neurons		[UNKN_REGION:6869, NeuronTrigger:neurons]
307	22209345.0	26387.0	Hypothalamus GnRH-expressing neuron. 		[ABA_REGION:1097, NCBI_GENE:14714, NeuronTrigger:neuron, Missing:.]
308	22219269.0	1488.0	dentate gyrus somatostatin-expressing cell		[ABA_REGION:726, NCBI_GENE:20604, NeuronTrigger:cell]
309	22219272.0	1485.0	Olfactory bulb (main) tufted cell (middle)	0	[ABA_REGION:507, Missing:(main), HBP_MORPHOLOGY:0000031, NeuronTrigger:cell, Missing:(middle)]
310	22235322.0	42807.0	Cerebellum Globular cell		[ABA_REGION:512, HBP_MORPHOLOGY:0000073, NeuronTrigger:cell]
311	22235322.0	42807.0	Small cerebellum golgi cell		[Size:Small, ABA_REGION:512, HBP_MORPHOLOGY:0000040, NeuronTrigger:cell]
312	22235322.0	42807.0	small fusiform Lugaro cell		[Size:small, HBP_MORPHOLOGY:0000023, HBP_MORPHOLOGY:0000037, NeuronTrigger:cell]
313	22236708.0	9107.0	Basalis nucleus cholinergic neuron	nlx_cell_20090203	[ABA_REGION:342, HBP_NEUROTRANSMITTER:0000005, NeuronTrigger:neuron]
314	22273508.0	24734.0	Gamma motor neurons		[Missing:Gamma, Function:motor, NeuronTrigger:neurons, HBP_NEUROTRANSMITTER:0000005]
315	22276985.0	16738.0	Cortex fast-spiking neuron		[ABA_REGION:688, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, NeuronTrigger:neuron]
316	22276985.0	16738.0	Cortex regular spiking neuron		[ABA_REGION:688, HBP_EPHYS:0000001, HBP_EPHYS_TRIGGER:0000003, NeuronTrigger:neuron]
317	22279222.0	1478.0	somatosensory cortex layer 5b pyramidal cell		[ABA_REGION:453, HBP_LAYER:0000051, HBP_MORPHOLOGY:0000001, NeuronTrigger:cell]
318	22302828.0	1474.0	Layer 2/3 frontal cortex corticocortical pyramidal cell projecting to perirhinal cortex		[HBP_LAYER:0000111, ABA_REGION:714, Missing:corticocortical, HBP_MORPHOLOGY:0000001, NeuronTrigger:cell, Missing:projecting to, ABA_REGION:922]
319	22302828.0	1474.0	Layer 5 frontal cortex pyramidal corticothalamic projecting cell		[HBP_LAYER:0000005, ABA_REGION:714, HBP_MORPHOLOGY:0000001, HBP_PROJECTION:113, Missing:projecting, NeuronTrigger:cell]
320	22302828.0	1474.0	Layer 5a frontal cortex corticocortical pyramidal cell projecting to perirhinal cortex		[HBP_LAYER:0000050, ABA_REGION:714, Missing:corticocortical, HBP_MORPHOLOGY:0000001, NeuronTrigger:cell, Missing:projecting to, ABA_REGION:922]
321	22367983.0	18350.0	Hippocampal Dorsal CA1 Pyramidal Neuron		[ABA_REGION:1080, UNKN_REGION:7262, ABA_REGION:382, HBP_MORPHOLOGY:0000001, NeuronTrigger:Neuron]
322	22367983.0	18350.0	Hippocampal Ventral CA1 Pyramidal Neuron		[ABA_REGION:1080, UNKN_REGION:7, ABA_REGION:382, HBP_MORPHOLOGY:0000001, NeuronTrigger:Neuron]
323	22388870.0	18519.0	Nucleus accumbens medium spiny neuron		[ABA_REGION:56, Size:medium, HBP_MORPHOLOGY:0000011, NeuronTrigger:neuron]
324	22423094.0	1458.0	Dorsal hippocampus CA1 pyramidal cell		[UNKN_REGION:7262, ABA_REGION:382, HBP_MORPHOLOGY:0000001, NeuronTrigger:cell]
325	22423094.0	1458.0	Ventral hippocampus CA1 pyramidal cell		[UNKN_REGION:7, ABA_REGION:382, HBP_MORPHOLOGY:0000001, NeuronTrigger:cell]
326	22423102.0	1456.0	Spinal cord ventral horn motor neuron alpha	sao1154704263	[UNKN_REGION:4645, UNKN_REGION:240, Function:motor, NeuronTrigger:neuron, Missing:alpha, HBP_NEUROTRANSMITTER:0000005]
327	22431345.0	16979.0	Hippocampus CA1 bistratified cell 		[ABA_REGION:382, HBP_MORPHOLOGY:0000065, NeuronTrigger:cell]
328	22431345.0	16979.0	Hippocampus CA2 bistratified narrow arbor cell		[ABA_REGION:423, HBP_MORPHOLOGY:0000065, Size:narrow, Missing:arbor, NeuronTrigger:cell]
329	22431345.0	16979.0	Hippocampus CA2 bistratified wide arbor cell		[ABA_REGION:423, HBP_MORPHOLOGY:0000065, Missing:wide arbor, NeuronTrigger:cell]
330	22431345.0	16979.0	Hippocampus CA2 stratum pyramidal projecting to stratum radiatum interneuron		[ABA_REGION:423, Missing:stratum, HBP_MORPHOLOGY:0000001, Missing:projecting to, UNKN_REGION:1407, NeuronTrigger:interneuron]
331	22492033.0	14479.0	Cochlear Spiral ganglion Ca2+ dependant neuron		[UNKN_REGION:7277, UNKN_REGION:4271, Missing:Ca2+ dependant, NeuronTrigger:neuron]
332	22496534.0	49564.0	Dorsolateral prefrontal cortex layer 2/3  intermediate spiking supragranular pyramidal cells		[UNKN_REGION:34, ABA_REGION:714, HBP_LAYER:0000111, Missing:, Missing:intermediate, HBP_EPHYS_TRIGGER:0000003, UNKN_REGION:7267, HBP_MORPHOLOGY:0000001, NeuronTrigger:cells]
333	22496534.0	49564.0	Dorsolateral prefrontal cortex layer 2/3 low threshold spiking supragranular pyramidal cells		[UNKN_REGION:34, ABA_REGION:714, HBP_LAYER:0000111, UNKN_REGION:7267, HBP_MORPHOLOGY:0000001, HBP_EPHYS:0000110, HBP_EPHYS_TRIGGER:0000003, NeuronTrigger:cells]
334	22496534.0	49564.0	Dorsolateral prefrontal cortex layer 2/3 regular spiking high input resistance supragranular pyramidal cells		[UNKN_REGION:34, ABA_REGION:714, HBP_LAYER:0000111, UNKN_REGION:7267, HBP_MORPHOLOGY:0000001, HBP_EPHYS:0000001, HBP_EPHYS_TRIGGER:0000003, Missing:high, Function:input, Missing:resistance, NeuronTrigger:cells]
335	22496534.0	49564.0	Dorsolateral prefrontal cortex layer 2/3 regular spiking low input resistance supragranular pyramidal cells		[UNKN_REGION:34, ABA_REGION:714, HBP_LAYER:0000111, UNKN_REGION:7267, HBP_MORPHOLOGY:0000001, HBP_EPHYS:0000001, HBP_EPHYS_TRIGGER:0000003, Missing:low, Function:input, Missing:resistance, NeuronTrigger:cells]
336	22512307.0	19541.0	Dentate gyrus basket cell	nlx_cell_100201	[ABA_REGION:726, HBP_MORPHOLOGY:0000019, NeuronTrigger:cell]
337	22514322.0	46582.0	primary auditory cortex layer 2-4 apical pyramidal cell		[ABA_REGION:1002, HBP_LAYER:0000112, Missing:apical, HBP_MORPHOLOGY:0000001, NeuronTrigger:cell]
338	22514322.0	46582.0	primary auditory cortex layer 2-4 fast-spiking inhibitory cell		[ABA_REGION:1002, HBP_LAYER:0000112, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, Function:inhibitory, NeuronTrigger:cell]
339	22514322.0	46582.0	primary auditory cortex layer 2-4 fast-spiking parvalbumin-positive GFP-expressing round basket cell		[ABA_REGION:1002, HBP_LAYER:0000112, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, NCBI_GENE:19293, Missing:GFP-expressing round, HBP_MORPHOLOGY:0000019, NeuronTrigger:cell]
340	22514322.0	46582.0	primary auditory cortex layer 2-4 non-fast-spiking inhibitory cell		[ABA_REGION:1002, HBP_LAYER:0000112, HBP_EPHYS:0000090, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, Function:inhibitory, NeuronTrigger:cell]
341	22514322.0	46582.0	primary auditory cortex layer 2-4 non-fast-spiking somatostatin-positive GFP-expressing Martinotti cell		[ABA_REGION:1002, HBP_LAYER:0000112, HBP_EPHYS:0000090, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, NCBI_GENE:20604, Missing:GFP-expressing, HBP_MORPHOLOGY:0000017, NeuronTrigger:cell]
342	22536175.0	27890.0	Medial entorihinal cortex layer II stellate cells		[UNKN_REGION:14, Missing:entorihinal, ABA_REGION:688, HBP_LAYER:0000002, HBP_MORPHOLOGY:0000013, NeuronTrigger:cells]
343	22553016.0		Olfactory cortex pyramidal cell	nifext_139	[UNKN_REGION:4715, HBP_MORPHOLOGY:0000001, NeuronTrigger:cell]
344	22553016.0		Olfactory cortex semilunar cell	nlx_cell_091005	[UNKN_REGION:4715, HBP_MORPHOLOGY:0000034, NeuronTrigger:cell]
345	22570383.0	17519.0	Locus coeruleus neuropeptide S expressing neuron		[ABA_REGION:147, Missing:neuropeptide S expressing, NeuronTrigger:neuron]
346	22573690.0	14294.0	Regular spiking, Thy1-expressing layer V pyramidal neurons of somatosensory cortex 		[HBP_EPHYS:0000001, HBP_EPHYS_TRIGGER:0000003, Missing:,, NCBI_GENE:21838, HBP_LAYER:0000005, HBP_MORPHOLOGY:0000001, NeuronTrigger:neurons, Missing:of, ABA_REGION:453]
347	22580200.0	21204.0	Insular Cortex Pyramidal Neurons		[UNKN_REGION:3765, HBP_MORPHOLOGY:0000001, NeuronTrigger:Neurons]
348	22586380.0	27619.0	Basal forebrain ChAT-expressing early-firing neurons		[ABA_REGION:342, NCBI_GENE:12647, Missing:early, HBP_EPHYS_TRIGGER:0000004, NeuronTrigger:neurons, HBP_NEUROTRANSMITTER:0000005]
349	22586380.0	27619.0	Basal forebrain ChAT-expressing late-firing neurons		[ABA_REGION:342, NCBI_GENE:12647, HBP_EPHYS:0000020, HBP_EPHYS_TRIGGER:0000004, NeuronTrigger:neurons, HBP_NEUROTRANSMITTER:0000005]
350	22666189.0	27923.0	Somatosensory cortex layer 2-3 regular-spiking pyramidal cell 		[ABA_REGION:453, HBP_LAYER:0000111, HBP_EPHYS:0000001, HBP_EPHYS_TRIGGER:0000003, HBP_MORPHOLOGY:0000001, NeuronTrigger:cell]
351	22666189.0	27923.0	Somatosensory cortex layer 2-3 somatostatin-expressing inhibitory neuron		[ABA_REGION:453, HBP_LAYER:0000111, NCBI_GENE:20604, Function:inhibitory, NeuronTrigger:neuron]
352	22783167.0	27590.0	Hippocampus CA1 stratum oriens somatostatin-expressing cell		[ABA_REGION:382, UNKN_REGION:5667, NCBI_GENE:20604, NeuronTrigger:cell]
353	22783167.0	27590.0	Hippocampus CA3 stratum oriens somatostatin-expressing cell		[ABA_REGION:463, UNKN_REGION:5667, NCBI_GENE:20604, NeuronTrigger:cell]
354	22895726.0	46416.0	Dentate gyrus GABAergic neurons		[ABA_REGION:726, HBP_NEUROTRANSMITTER:0000003, NeuronTrigger:neurons]
355	22895726.0	46416.0	Dentate gyrus glutamergic neurons		[ABA_REGION:726, Missing:glutamergic, NeuronTrigger:neurons]
356	22927925.0	29576.0	jcBNST bed nucleus stria terminalis type 1 cell		[Missing:jcBNST bed nucleus, ABA_REGION:301, Missing:type 1, NeuronTrigger:cell]
357	22927925.0	29576.0	jcBNST bed nucleus stria terminalis type 2 cell		[Missing:jcBNST bed nucleus, ABA_REGION:301, Missing:type 2, NeuronTrigger:cell]
358	22927925.0	29576.0	jcBNST bed nucleus stria terminalis type 3 cell		[Missing:jcBNST bed nucleus, ABA_REGION:301, Missing:type 3, NeuronTrigger:cell]
359	22930272.0	20956.0	amygdala basolateral stellate neuropeptide Y-expressing GABAergic neurogliaform cell		[ABA_REGION:278, UNKN_REGION:24, HBP_MORPHOLOGY:0000013, NCBI_GENE:109648, Missing:GABAergic, HBP_MORPHOLOGY:0000020, NeuronTrigger:cell]
360	22933799.0	46303.0	Entorhinal cortex layer 2/3 5HT3a receptor containing EGFP-positive interneurons		[ABA_REGION:909, HBP_LAYER:0000111, NCBI_GENE:15561, Missing:EGFP-, Function:positive, NeuronTrigger:interneurons]
361	22933799.0	46303.0	Entorhinal cortex layer 2/3 fast-spiking EGFP-positive GABAergic inhibitory interneurons		[ABA_REGION:909, HBP_LAYER:0000111, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, Missing:EGFP-, Function:positive, HBP_NEUROTRANSMITTER:0000003, Function:inhibitory, NeuronTrigger:interneurons]
362	22933799.0	46303.0	Entorhinal cortex layer 2/3 neuropeptide Y-postive EGFP-positive neurogliaform interneurons		[ABA_REGION:909, HBP_LAYER:0000111, NCBI_GENE:109648, Missing:postive EGFP-, Function:positive, HBP_MORPHOLOGY:0000020, NeuronTrigger:interneurons]
363	22933799.0	46303.0	Entorhinal cortex layer 2/3 neuropeptide Y-postive EGFP-positive non-neurogliaform interneurons		[ABA_REGION:909, HBP_LAYER:0000111, NCBI_GENE:109648, Missing:postive EGFP-, Function:positive, Missing:non-, HBP_MORPHOLOGY:0000020, NeuronTrigger:interneurons]
364	22933799.0	46303.0	Entorhinal cortex layer 2/3 pyramidal EGFP-positive excitatory neurons		[ABA_REGION:909, HBP_LAYER:0000111, HBP_MORPHOLOGY:0000001, Missing:EGFP-, Function:positive, Function:excitatory, NeuronTrigger:neurons]
365	22933799.0	46303.0	Entorhinal cortex layer 2/3 stellate EGFP-positive excitatory neurons		[ABA_REGION:909, HBP_LAYER:0000111, HBP_MORPHOLOGY:0000013, Missing:EGFP-, Function:positive, Function:excitatory, NeuronTrigger:neurons]
366	22933799.0	46303.0	Entorhinal cortex layer 2/3 vasoactive intestinal peptide-positive Zs-green-expressing interneurons		[ABA_REGION:909, HBP_LAYER:0000111, NCBI_GENE:22355, Missing:Zs-green-expressing, NeuronTrigger:interneurons]
367	22933799.0	46303.0	Entorhinal cortex layers 2/3 somatostatin-expressing EGFP-positive interneurons 		[ABA_REGION:909, HBP_LAYER:0000111, NCBI_GENE:20604, Missing:EGFP-, Function:positive, NeuronTrigger:interneurons]
368	23029495.0	40672.0	Inferior olive  low-threshold oscillation neuron		[ABA_REGION:83, Missing:, HBP_EPHYS:0000110, Missing:oscillation, NeuronTrigger:neuron]
369	23029495.0	40672.0	Inferior olive sinusoidal subthreshold oscillation neuron		[ABA_REGION:83, Missing:sinusoidal subthreshold oscillation, NeuronTrigger:neuron]
370	23035077.0	46714.0	Dorsolateral Granular Prefrontal Cortex layer 3 pyramidal cell		[UNKN_REGION:34, UNKN_REGION:7294, ABA_REGION:714, HBP_LAYER:0000003, HBP_MORPHOLOGY:0000001, NeuronTrigger:cell]
371	23035077.0	46714.0	Primary Visual Cortex layer 3 pyramidal cell		[ABA_REGION:385, HBP_LAYER:0000003, HBP_MORPHOLOGY:0000001, NeuronTrigger:cell]
372	23035095.0	47215.0	nucleus tractus solitarius second-order commissural Fos-positive relay neuron		[Missing:nucleus, ABA_REGION:237, Missing:second-order, Missing:second-order, Missing:commissural, NCBI_GENE:14281, Function:relay, NeuronTrigger:neuron]
373	23055511.0	46754.0	dorsal raphe nucleus GABAergic neuron		[ABA_REGION:872, HBP_NEUROTRANSMITTER:0000003, NeuronTrigger:neuron]
374	23055511.0	46754.0	dorsal raphe nucleus serotonergic GABAergic neuron		[ABA_REGION:872, HBP_NEUROTRANSMITTER:0000001, HBP_NEUROTRANSMITTER:0000003, NeuronTrigger:neuron]
375	23055511.0	46754.0	dorsal raphe nucleus serotonergic neuron		[ABA_REGION:872, HBP_NEUROTRANSMITTER:0000001, NeuronTrigger:neuron]
376	23055515.0	46827.0	Dentate gyrus fast-spiking axo-axnonic interneurons		[ABA_REGION:726, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, Missing:axo-axnonic, NeuronTrigger:interneurons]
377	23055515.0	46827.0	Hippocampal CA1 fast-spiking bistratified interneurons 		[ABA_REGION:1080, ABA_REGION:382, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, HBP_MORPHOLOGY:0000065, NeuronTrigger:interneurons]
378	23055515.0	46827.0	Hippocampus CA1 fast-spiking basket interneurons		[ABA_REGION:382, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, HBP_MORPHOLOGY:0000019, NeuronTrigger:interneurons]
379	23055515.0	46827.0	Hippocampus CA1 oriens lacunosum moleculare neuron	nlx_cell_091206	[ABA_REGION:382, Missing:oriens lacunosum moleculare, NeuronTrigger:neuron]
380	23060747.0	27588.0	Spinal cord V2a Vsx2-expressing interneuron		[UNKN_REGION:4645, Missing:V2a Vsx2-expressing, NeuronTrigger:interneuron]
381	23077037.0	47127.0	Substantia nigra pars compacta dopaminergic cell	nifext_145	[ABA_REGION:374, HBP_NEUROTRANSMITTER:0000007, NeuronTrigger:cell]
382	23100428.0	46826.0	Lateral ventral tegmental area dopamine Slc6a3-expressing neuron		[UNKN_REGION:15, ABA_REGION:749, HBP_NEUROTRANSMITTER:0000007, NCBI_GENE:13162, NeuronTrigger:neuron]
383	23100428.0	46826.0	Medial ventral tegmental area dopamine Slc6a3-expressing neuron		[UNKN_REGION:14, ABA_REGION:749, HBP_NEUROTRANSMITTER:0000007, NCBI_GENE:13162, NeuronTrigger:neuron]
384	23100428.0	46826.0	Medial ventral tegmental area glutamate Slc17a6-expressing neuron		[UNKN_REGION:14, ABA_REGION:749, HBP_NEUROTRANSMITTER:0000004, NCBI_GENE:140919, NeuronTrigger:neuron]
385	23177962.0	22724.0	Hippocampus CA1 and subiculum bursting pyramidal neurons		[ABA_REGION:382, Missing:and, ABA_REGION:502, HBP_EPHYS_TRIGGER:0000005, HBP_MORPHOLOGY:0000001, NeuronTrigger:neurons]
386	23177962.0	22724.0	Hippocampus CA1 and subiculum regular spiking pyramidal neurons		[ABA_REGION:382, Missing:and, ABA_REGION:502, HBP_EPHYS:0000001, HBP_EPHYS_TRIGGER:0000003, HBP_MORPHOLOGY:0000001, NeuronTrigger:neurons]
387	23223290.0	46425.0	somatosensory cortex layer 4 medial ganglionic eminence-derived parvalbumin-expressing interneurons 		[ABA_REGION:453, HBP_LAYER:0000004, UNKN_REGION:14, UNKN_REGION:101, Missing:eminence-derived, NCBI_GENE:19293, NeuronTrigger:interneurons]
388	23223290.0	46425.0	somatosensory cortex layer 4 medial ganglionic eminence-derived somatostatin-expressing interneurons		[ABA_REGION:453, HBP_LAYER:0000004, UNKN_REGION:14, UNKN_REGION:101, Missing:eminence-derived, NCBI_GENE:20604, NeuronTrigger:interneurons]
389	23223300.0	46556.0	Prefrontal cortex layer 1 GABAergic uncharacterized interneurons		[ABA_REGION:714, HBP_LAYER:0000001, HBP_NEUROTRANSMITTER:0000003, Missing:uncharacterized, NeuronTrigger:interneurons]
390	23223300.0	46556.0	Prefrontal cortex layer 1 late-spiking GABAergic interneurons		[ABA_REGION:714, HBP_LAYER:0000001, HBP_EPHYS:0000020, HBP_EPHYS_TRIGGER:0000003, HBP_NEUROTRANSMITTER:0000003, NeuronTrigger:interneurons]
391	23223300.0	46556.0	Prefrontal cortex layer 1 non-late-spiking GABAergic interneurons		[ABA_REGION:714, HBP_LAYER:0000001, Missing:non, HBP_EPHYS:0000020, HBP_EPHYS_TRIGGER:0000003, HBP_NEUROTRANSMITTER:0000003, NeuronTrigger:interneurons]
392	20043282.0	15535.0	Dentate gyrus cholecystokinin-expressing basket cell		[ABA_REGION:726, NCBI_GENE:12424, HBP_MORPHOLOGY:0000019, NeuronTrigger:cell]
393	20974229.0	24127.0	lateral habenular nucleus aspiny spherical cell 		[ABA_REGION:186, HBP_MORPHOLOGY:0000012, HBP_MORPHOLOGY:0000075, NeuronTrigger:cell]
394	20974229.0	24127.0	lateral habenular nucleus aspiny spindle-shaped horizontal fusiform cell 		[ABA_REGION:186, HBP_MORPHOLOGY:0000012, Missing:spindle-shaped, Orientation:horizontal, HBP_MORPHOLOGY:0000027, HBP_MORPHOLOGY:0000023, NeuronTrigger:cell]
395	20974229.0	24127.0	lateral habenular nucleus aspiny spindle-shaped vertical fusiform cell 		[ABA_REGION:186, HBP_MORPHOLOGY:0000012, Missing:spindle-shaped, HBP_MORPHOLOGY:0000028, HBP_MORPHOLOGY:0000023, NeuronTrigger:cell]
396	20974229.0	24127.0	lateral habenular nucleus bursting cell		[ABA_REGION:186, HBP_EPHYS_TRIGGER:0000005, NeuronTrigger:cell]
397	20974229.0	24127.0	lateral habenular nucleus dense arbor neurogliaform cell 		[ABA_REGION:186, Missing:dense arbor, HBP_MORPHOLOGY:0000020, NeuronTrigger:cell]
398	20974229.0	24127.0	lateral habenular nucleus large round-ovoid polymorphic cell		[ABA_REGION:186, Size:large, Missing:round-ovoid, HBP_MORPHOLOGY:0000029, NeuronTrigger:cell]
399	20974229.0	24127.0	lateral habenular nucleus silent cell 		[ABA_REGION:186, Missing:silent, NeuronTrigger:cell]
400	20974229.0	24127.0	lateral habenular nucleus thick spiny bipolar vertical cell		[ABA_REGION:186, Missing:thick, HBP_MORPHOLOGY:0000011, HBP_MORPHOLOGY:0000006, HBP_MORPHOLOGY:0000028, NeuronTrigger:cell]
401	20974229.0	24127.0	lateral habenular nucleus tonic irregular-spiking 		[ABA_REGION:186, HBP_EPHYS:0000001, HBP_EPHYS:0000010, HBP_EPHYS_TRIGGER:0000003]
402	20974229.0	24127.0	lateral habenular nucleus tonic regular-spiking cell		[ABA_REGION:186, HBP_EPHYS:0000001, HBP_EPHYS:0000001, HBP_EPHYS_TRIGGER:0000003, NeuronTrigger:cell]
403	21068186.0	36008.0	Auditory cortex layer 2-3 fast-spiking interneuron		[ABA_REGION:247, HBP_LAYER:0000111, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, NeuronTrigger:interneuron]
404	21068261.0	105.0	Hypoglossal nucleus motor neuron	nlx_cell_100311	[ABA_REGION:773, Function:motor, NeuronTrigger:neuron, HBP_NEUROTRANSMITTER:0000005]
405	21084454.0	36057.0	Somatosensory cortex GABAergic layer 4 calretinin-immunoreactive interneuron		[ABA_REGION:453, HBP_NEUROTRANSMITTER:0000003, HBP_LAYER:0000004, NCBI_GENE:12308, NeuronTrigger:interneuron]
406	21084454.0	36057.0	Somatosensory cortex layer 4 GABAergic parvalbumin-immunoreactive interneuron		[ABA_REGION:453, HBP_LAYER:0000004, HBP_NEUROTRANSMITTER:0000003, NCBI_GENE:19293, NeuronTrigger:interneuron]
407	21084454.0	36057.0	Somatosensory cortex layer 4 fusiform GABAergic somatostatin-immunoreactive interneuron		[ABA_REGION:453, HBP_LAYER:0000004, HBP_MORPHOLOGY:0000023, HBP_NEUROTRANSMITTER:0000003, NCBI_GENE:20604, NeuronTrigger:interneuron]
408	21115639.0	8993.0	Hippocampus CA1 basket cell	nlx_cell_091205	[ABA_REGION:382, HBP_MORPHOLOGY:0000019, NeuronTrigger:cell]
409	21115639.0	8993.0	Hippocampus CA1 oriens lacunosum moleculare Cholecystokinin-containing Schaffer collateral-associated interneuron		[ABA_REGION:382, Missing:oriens lacunosum moleculare, NCBI_GENE:12424, Missing:Schaffer collateral-associated, NeuronTrigger:interneuron]
410	21167139.0	21348.0	Somatosensory cortex layer 5 apical pyramidal cell		[ABA_REGION:453, HBP_LAYER:0000005, Missing:apical, HBP_MORPHOLOGY:0000001, NeuronTrigger:cell]
411	21167139.0	21348.0	Somatosensory cortex layer 5 low threshold-spiking interneuron		[ABA_REGION:453, HBP_LAYER:0000005, HBP_EPHYS:0000110, HBP_EPHYS_TRIGGER:0000003, NeuronTrigger:interneuron]
412	21167139.0	21348.0	Somatosensory cortex layer 5 multipolar fast-spiking parvalbumin positive interneuron		[ABA_REGION:453, HBP_LAYER:0000005, HBP_MORPHOLOGY:0000035, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, NCBI_GENE:19293, NeuronTrigger:interneuron]
413	21177998.0	8462.0	substantia gelatinosa lamina 2 EGFP-expressing GAD65-expressing GABAergic inhibitory interneuron 		[UNKN_REGION:3371, Missing:lamina 2 EGFP-, NCBI_GENE:14417, HBP_NEUROTRANSMITTER:0000003, Function:inhibitory, NeuronTrigger:interneuron]
414	21177998.0	8462.0	substantia gelatinosa lamina 2 non-GAD65-expressing GABAergic inhibitory interneuron 		[UNKN_REGION:3371, Missing:lamina 2 non-, NCBI_GENE:14417, HBP_NEUROTRANSMITTER:0000003, Function:inhibitory, NeuronTrigger:interneuron]
415	21215795.0	24746.0	Hippocampus CA1 and CA2 non-fast spiking stramum oriens neuron		[ABA_REGION:382, Missing:and, UNKN_REGION:7284, HBP_EPHYS:0000090, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, Missing:stramum oriens, NeuronTrigger:neuron]
416	21215795.0	24746.0	Hippocampus CA1 non-fast spiking pyramidal neuron		[ABA_REGION:382, HBP_EPHYS:0000090, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, HBP_MORPHOLOGY:0000001, NeuronTrigger:neuron]
417	21215795.0	24746.0	Hippocampus CA1 non-fast spiking stratum oriens pyramidal-like cell		[ABA_REGION:382, HBP_EPHYS:0000090, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, UNKN_REGION:5667, HBP_MORPHOLOGY:0000001, Missing:-like, NeuronTrigger:cell]
418	21215795.0	24746.0	Hippocampus CA2 non-fast spiking pyramidal-like neuron		[ABA_REGION:423, HBP_EPHYS:0000090, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, HBP_MORPHOLOGY:0000001, Missing:-like, NeuronTrigger:neuron]
419	21215795.0	24746.0	Hippocampus CA2 non-fasting spiking pyramidal neuron		[ABA_REGION:423, Missing:non-fasting, HBP_EPHYS_TRIGGER:0000003, HBP_MORPHOLOGY:0000001, NeuronTrigger:neuron]
420	21220765.0	36099.0	somatosensory neocortex  layer 1 burst-spiking cells		[Function:somatosensory, ABA_REGION:315, Missing:, HBP_LAYER:0000001, HBP_EPHYS_TRIGGER:0000005, HBP_EPHYS_TRIGGER:0000003, NeuronTrigger:cells]
421	21220765.0	36099.0	somatosensory neocortex  layer 1 classical-accomodating cells		[Function:somatosensory, ABA_REGION:315, Missing:, HBP_LAYER:0000001, HBP_EPHYS:0000050, HBP_EPHYS_TRIGGER:0000001, NeuronTrigger:cells]
422	21220765.0	36099.0	somatosensory neocortex  layer 1 fast-spiking cells		[Function:somatosensory, ABA_REGION:315, Missing:, HBP_LAYER:0000001, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, NeuronTrigger:cells]
423	21220765.0	36099.0	somatosensory neocortex  layer 1 neurogliaform cells		[Function:somatosensory, ABA_REGION:315, Missing:, HBP_LAYER:0000001, HBP_MORPHOLOGY:0000020, NeuronTrigger:cells]
424	21224220.0	10007.0	amygdala main intercalated nucleus cell		[ABA_REGION:278, Missing:main intercalated nucleus, NeuronTrigger:cell]
